name,description,color,lat,lon,img,link,bastina,podbastina
Agronomski fakultet,Visokoškolska i znanstvena ustanova u sastavu Sveučilišta u Zagrebu.,blue,12,234.3353,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/02/HTE2_1624.jpg,https://turing.lzmk.hr/tehnika/agronomski-fakultet-u-zagrebu/,Ustanove,Akademije
Belišće d. d.,Drvnoindustrijsko poduzeće osnovano 1884. kao obiteljsko poduzeće S. H. Gutmann u Belišću.,blue,45.687670133808055,18.407785208850402,https://turing.lzmk.hr/tehnika/wp-content/uploads/2019/10/HTE2_0244.jpg,https://turing.lzmk.hr/tehnika/belisce-belisce/,Poduzeća,
Borovo d. d.,"Poduzeće za proizvodnju i promet obuće, gumarskih i ostalih proizvoda, osnovano 1931. između Vukovara i sela Borova.",blue,45.37434150970419,18.968900675390234,https://turing.lzmk.hr/tehnika/wp-content/uploads/2019/10/HTE2_0202.jpg,https://turing.lzmk.hr/tehnika/borovo-d-d/,Poduzeća,
Brodarski institut,"Javna znanstvena ustanova za teorijska i eksperimentalna istraživanja, radove na razvoju brodograđevne industrije, brodarstvo i ratnu mornaricu, osnovana u Zagrebu 1948. kao Brodarski naučni institut.",blue,45.77430194911946,15.979583130829898,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/02/HTE_0840.jpg,https://turing.lzmk.hr/tehnika/brodarski-institut/,Ustanove,Instituti
Brodogradilište Kraljevica,Brodogradilište osnovano u Kraljevici 1729.,blue,45.26839772784608,14.570450242329624,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/01/HTE_0185.jpg,https://turing.lzmk.hr/tehnika/brodogradiliste-kraljevica/,Poduzeća,
Brodosplit d. d.,"Jedno od najvećih hrvatskih brodogradilišta, osnovano 1931. u Splitu.",blue,43.524966684715444,16.440485326943147,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/01/HTE_0672.jpg,https://turing.lzmk.hr/tehnika/brodosplit-d-d/,Poduzeća,
Cedevita d. o. o.,"Poduzeće za proizvodnju instantnoga vitaminskog napitka, sa sjedištem u Zagrebu.",blue,45.80977493566972,16.01595236379047,https://turing.lzmk.hr/tehnika/wp-content/uploads/2020/03/HTE2_0587.jpg,https://turing.lzmk.hr/tehnika/cedevita/,Poduzeća,
Čakovečki mlinovi d. d.,"Prehrambeno poduzeće osnovano 1893. u Čakovcu, kojemu su najznačajnije djelatnosti mlinarstvo, pekarstvo i proizvodnja bučina ulja.",blue,46.3858374099012,16.435924610879525,https://turing.lzmk.hr/tehnika/wp-content/uploads/2019/05/HTE2_0029.jpg,https://turing.lzmk.hr/tehnika/cakovecki-mlinovi-cakovec/,Poduzeća,
Dukat d. d.,Poduzeće za preradbu mlijeka i proizvodnju mliječnih proizvoda.,blue,45.799191156398955,16.029468373106674,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/11/HTE2_2567.jpg,https://turing.lzmk.hr/tehnika/dukat-d-d/,Poduzeća,
Đuro Đaković Grupa d. d.,"Poduzeće za proizvodnju opreme za industrijska i energetska postrojenja, čeličnih konstrukcija, tračničkih i borbenih oklopnih vozila, poljoprivrednih i građevinskih strojeva i dr., osnovano 1921. sa sjedištem u Slavonskome Brodu.",blue,45.164574353092696,18.01588814652543,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1198.jpg,https://turing.lzmk.hr/tehnika/duro-dakovic-holding-d-d/,Poduzeća,
Ekomuzej batana,"Ekomuzej u Rovinju, koji se bavi istraživanjem, prezentacijom i zaštitom maritimne baštine grada Rovinja, a posebice tradicijske brodice  batane.",blue,45.08162719910572,13.632870870809702,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/02/HTE_0695.jpg,https://turing.lzmk.hr/tehnika/ekomuzej-batana/,Muzeji,Specijalizirani – etnografski
Etnografski muzej,"Muzej koji prikuplja, čuva, muzeološki obrađuje, istražuje i izlaže predmete tradicijske kulture.",blue,45.8083652593855,15.969116245007458,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/05/HTE2_2000.jpg,https://turing.lzmk.hr/tehnika/etnografski-muzej/,Muzeji,
Fakultet prometnih znanosti,"Visokoškolska i znanstvena ustanova u sastavu Sveučilišta u Zagrebu osnovana 1984. koja obuhvaća sveučilišne i stručne preddiplomske i diplomske studijske programe u području prometa, inteligentnih transportnih sustava i zrakoplovstva, te omogućava stjecanje doktorata znanosti u području tehnologija prometa i transporta.",blue,45.814483844035955,16.00938667390238,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1229.jpg,https://turing.lzmk.hr/tehnika/fakultet-prometnih-znanosti/,Ustanove,Visokoškolske ustanove
Fakultet strojarstva i brodogradnje,"Visokoškolska i znanstvenoistraživačka ustanova u sastavu Sveučilišta u Zagrebu osnovana 1956. koja obuhvaća sveučilišne preddiplomske i diplomske studije strojarstva, brodogradnje i zrakoplovstva te poslijediplomski doktorski i specijalistički studij.",blue,45.79529589553911,15.9713451399085,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1179.jpg,https://turing.lzmk.hr/tehnika/fakultet-strojarstva-i-brodogradnje-u-zagrebu/,Ustanove,Visokoškolske ustanove
Farmaceutsko-biokemijski fakultet,"Visokoškolska i znanstvenoistraživačka ustanova Sveučilišta u Zagrebu, koja izvodi sveučilišne studije u znanstvenom polju farmacije (grane farmacije i medicinske biokemije) te u Hrvatskoj predstavlja središte znanstvenog i stručnog razvoja polja.",blue,45.808628578554774,15.97583129992046,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/10/HTE2_2360.jpg,https://turing.lzmk.hr/tehnika/farmaceutsko-biokemijski-fakultet-u-zagrebu/,Ustanove,Visokoškolske ustanove
Franck d. d.,Prehrambeno-industrijsko poduzeće sa sjedištem u Zagrebu.,blue,45.809975385282016,15.948343021854685,https://turing.lzmk.hr/tehnika/wp-content/uploads/2020/11/HTE2_1192.jpg,https://turing.lzmk.hr/tehnika/franck-d-d/,Poduzeća,
Gallerion,"Privatna galerija stalnoga postava posvećena povijesti pomorstva i pomorskih ratova na Jadranskom i Sredozemnom moru, otvorena 2007. u Novigradu u Istri.",blue,45.31667369030383,13.56005290788288,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1206.jpg,https://turing.lzmk.hr/tehnika/gallerion/,Muzeji,
Gavrilović d. o. o.,Prehrambeno poduzeće osnovano 1821. u Petrinji.,blue,45.44196872498993,16.29139345448619,https://turing.lzmk.hr/tehnika/wp-content/uploads/2020/09/HTE2_0893.jpg,https://turing.lzmk.hr/tehnika/gavrilovic-d-o-o/,Poduzeća,
Grafički fakultet,Visokoškolska i znanstvenoistraživačka ustanova Sveučilišta u Zagrebu.,blue,45.80585633222477,16.029696671188237,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/10/HTE2_2335.jpg,https://turing.lzmk.hr/tehnika/graficki-fakultet-u-zagrebu/,Ustanove,
Hrvatska akademija znanosti i umjetnosti,"Najviša kulturna i znanstvena ustanova u RH, kojoj je cilj poticanje, organiziranje i promicanje znanstvenog i umjetničkoga rada, osnovana 1861. u Zagrebu.",blue,45.80912943696045,15.978559840093187,https://turing.lzmk.hr/tehnika/wp-content/uploads/2019/07/zg_0756.jpg,https://turing.lzmk.hr/tehnika/hrvatska-akademija-znanosti-i-umjetnosti/,Ustanove,Akademije
Hrvatski geološki institut,Institut u području geoznanosti i geološkog inženjerstva u RH sa sjedištem u Zagrebu.,blue,45.795587121924235,16.008440513874657,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/10/HTE2_2415.jpg,https://turing.lzmk.hr/tehnika/hrvatski-geoloski-institut/,Ustanove,
Hrvatski hidrografski institut,"Javna ustanova za obavljanje hidrografske djelatnosti od interesa za RH, koja od 1929. djeluje u Splitu.",blue,43.52233074789719,16.431999168528375,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/04/HTE_0986.jpg,https://turing.lzmk.hr/tehnika/hrvatski-hidrografski-institut/,Ustanove,Instituti
Hrvatski pomorski muzej Split,"Specijalizirani muzej koji se bavi istraživanjem, prikupljanjem, čuvanjem i prezentacijom pomorske baštine hrvatske obale Jadrana osnovan 1997. u Splitu, a sljednik je tradicije splitske pomorske muzeologije od 1925.",blue,43.50864745128436,16.44771613895599,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1247.jpg,https://turing.lzmk.hr/tehnika/hrvatski-pomorski-muzej-split/,Muzeji,Specijalizirani – ostalo
Hrvatski šumarski institut,"Javna znanstvena institucija za znanstvena, razvojna i visokostručna istraživanja iz znanstvenog područja biotehničkih znanosti, znanstvenog polja šumarstva, sa sjedištem u Jastrebarskom.",blue,45.66887737712144,15.643917759290416,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/03/HTE2_1831.jpg,https://turing.lzmk.hr/tehnika/hrvatski-sumarski-institut/,Ustanove,
Hrvatski željeznički muzej,"Specijalizirani tehnički muzej državnoga djelokruga koji se bavi prikupljanjem, čuvanjem, zaštitom, obnovom i prezentacijom željezničkih vozila, strojeva, uređaja, arhivskog i drugoga gradiva, vezanih uz nastanak i razvoj željeznice u Hrvatskoj, osnovan u Zagrebu 1991.",blue,45.80088664471089,15.984330907387566,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1217.jpg,https://turing.lzmk.hr/tehnika/hrvatski-zeljeznicki-muzej/,Muzeji,Specijalizirani – tehnički
HT muzej,"Specijalizirani muzej pošte i telekomunikacija, osnovan 1953. pod nazivom PTT muzej u sastavu poduzeća PTT Zagreb (HP − Hrvatska pošta), sa sjedištem u Zagrebu.",blue,45.8125035815471,15.981225530647919,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/zg_1087.jpg,https://turing.lzmk.hr/tehnika/ht-muzej/,Muzeji,Specijalizirani – ostalo
Iločki podrumi d. d.,"Poduzeće za uzgoj vinove loze i proizvodnju vina osnovano u Iloku, s tradicijom iz 1450.",blue,45.224808791441,19.360763146205958,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/09/HTE2_2260.jpg,https://turing.lzmk.hr/tehnika/ilocki-podrumi-ilok/,Poduzeća,
Imunološki zavod,Javna zdravstvena ustanova s vlastitom proizvodnjom imunoloških pripravaka.,blue,45.82906869928887,15.981405410119184,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/10/HTE2_2430.jpg,https://turing.lzmk.hr/tehnika/imunoloski-zavod-zagreb/,Ustanove,Zavodi
Institut za jadranske kulture i melioraciju krša,Znanstvenoistraživačka ustanova koja se bavi istraživačkim projektima te stjecanjem i prenošenjem znanja na području biotehničkih znanosti.,blue,43.5046265446402,16.49918078172216,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/09/HTE2_2269.jpg,https://turing.lzmk.hr/tehnika/institut-za-jadranske-kulture-i-melioraciju-krsa/,Ustanove,
Institut za poljoprivredu i turizam,"Znanstvenoistraživačka ustanova koja se, zbog ostvarivanja gospodarskog, ekološkog i sociološkog održivog razvoja ruralnog prostora, bavi stjecanjem i prenošenjem znanja na području poljoprivrede i turizma.",blue,45.22138901767147,13.602617822298882,https://turing.lzmk.hr/tehnika/wp-content/uploads/2022/04/HTE2_3037.jpg,https://turing.lzmk.hr/tehnika/institut-za-poljoprivredu-i-turizam-porec/,Ustanove,
Istarski ugljenokopi Raša,Rudarsko poduzeće koje je nakon II. svj. rata obuhvaćalo niz rudnika u zajedničku proizvodno tehnološku cjelinu.,blue,45.07995523624343,14.087052781033774,https://turing.lzmk.hr/tehnika/wp-content/uploads/2020/07/IE_0930.jpg,https://turing.lzmk.hr/tehnika/istarski-ugljenokopi-rasa/,Poduzeća,
Jamnica plus d. o. o.,"Poduzeće za proizvodnju i prodaju mineralne vode, osnovano 1828. u Zagrebu.",blue,45.80452427465609,16.031632896033727,https://turing.lzmk.hr/tehnika/wp-content/uploads/2022/01/HTE2_2785.jpg,https://turing.lzmk.hr/tehnika/jamnica/,Poduzeća,
Karlovačka pivovara,Poduzeće za proizvodnju piva i bezalkoholnih pića osnovano 1854. u Karlovcu.,blue,45.498240230365774,15.529586283616998,https://turing.lzmk.hr/tehnika/wp-content/uploads/2019/11/HTE2_0299.jpg,https://turing.lzmk.hr/tehnika/karlovacka-pivovara-d-d/,Poduzeća,
Kemijsko-tehnološki fakultet u Splitu,Visokoškolska i znanstvenoistraživačka ustanova Sveučilišta u Splitu.,blue,43.51203810814663,16.468716778517482,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/11/HTE2_2554.jpg,https://turing.lzmk.hr/tehnika/kemijsko-tehnoloski-fakultet-u-splitu/,Ustanove,Visokoškolske ustanove
Klesarska škola Pučišća,Klesarska srednja škola na Braču osnovana 1909.,blue,43.34883852083723,16.733641527564412,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/10/HTE2_2539.jpg,https://turing.lzmk.hr/tehnika/klesarska-skola-pucisce/,Ustanove,
Kraš d. d.,Poduzeće za proizvodnju konditorskih proizvoda; jedan od vodećih konditorskih proizvođača u jugoistočnoj Europi.,blue,45.820573785431414,16.03084223975173,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/10/HTE2_2454.jpg,https://turing.lzmk.hr/tehnika/kras-d-d/,Poduzeća,
Kulturno-povijesni muzej u Dubrovniku,"Jedan od četiriju specijaliziranih muzeja (sastavnica) ustanove Dubrovački muzeji, koja je osnovana 1872. kao Domorodni muzej.",blue,42.64037279716487,18.110746434134196,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1316.jpg,https://turing.lzmk.hr/tehnika/kulturno-povijesni-muzej-u-dubrovniku/,Muzeji,Opći – gradski
Kutjevo d. d.,"Poduzeće za proizvodnju i promet poljoprivrednih i prehrambenih proizvoda, osnovano u Kutjevu, s tradicijom iz 1232.",blue,45.4223855089108,17.88053284386474,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/11/HTE2_2581.jpg,https://turing.lzmk.hr/tehnika/kutjevo-kutjevo/,Poduzeća,
Ledo plus d. o. o.,Tvornica za proizvodnju i promet sladoleda i smrznute hrane.,blue,45.80433907734598,16.0377838342922,https://turing.lzmk.hr/tehnika/wp-content/uploads/2022/01/HTE2_2759.jpg,https://turing.lzmk.hr/tehnika/ledo/,Poduzeća,
Luka Ploče d. d.,Lučko poduzeće osnovano 1945. sa sjedištem u Pločama.,blue,43.04923888989817,17.432224345190726,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1509.jpg,https://turing.lzmk.hr/tehnika/luka-ploce/,Poduzeća,
Luka Rijeka d. d.,"Najveće hrvatsko lučko poduzeće, osnovano 1947. kao državno, odn. društveno poduzeće; od 2001. posluje kao dioničko društvo.",blue,45.32715527498513,14.437254703791705,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1377.jpg,https://turing.lzmk.hr/tehnika/luka-rijeka-d-d/,Poduzeća,
Luka Split,"Lučki kompleks koji čine pomorsko-putnička luka uz gradsko središte Splita (od 1999. u sklopu poduzeća Trajektna luka Split d. d.) te teretna luka u Vranjičkoj i Solinskoj uvali, tj. Kaštelanskom zaljevu (od 2004. u sklopu poduzeća Luka Split d. d.).",blue,43.50297321221736,16.441724567620113,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1453.jpg,https://turing.lzmk.hr/tehnika/luka-split/,Poduzeća,
Maraska d. d.,"Poduzeće za proizvodnju i promet alkoholnih i bezalkoholnih pića, osnovano 1768. u Zadru.",blue,44.102474814867925,15.26078147031028,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/11/HTE2_2610.jpg,https://turing.lzmk.hr/tehnika/maraska/,Poduzeća,
Mardešić d. o. o.,"Tvornica za preradu ribe, osnovana 1905. u Salima na Dugom otoku.",blue,43.93484215239557,15.167468529099265,https://turing.lzmk.hr/tehnika/wp-content/uploads/2019/12/HTE2_0378.jpg,https://turing.lzmk.hr/tehnika/mardesic-sali/,Poduzeća,
Memorijalni centar Faust Vrančić,"Javna ustanova u kulturi u Prvić Luci na otoku Prviću posvećena životu i djelu Fausta Vrančića te zaštiti i očuvanju otočne kulturne baštine i tradicije, koju je 2012. osnovao Grad Vodice.",blue,43.72412740284711,15.800420808185688,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1333.jpg,https://turing.lzmk.hr/tehnika/memorijalni-centar-faust-vrancic/,Muzeji,
Memorijalni centar Domovinskog rata Vukovar,"Javna ustanova posvećena Domovinskomu ratu i Vukovarskoj bitki, koju je 2014. osnovalo Ministarstvo branitelja RH.",blue,45.338306420366834,19.004089095812603,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/05/HTE_0967.jpg,https://turing.lzmk.hr/tehnika/memorijalni-muzej-domovinskog-rata-vukovar/,Muzeji,
Metalurški fakultet,Visokoškolska i znanstvenoistraživačka ustanova u sastavu Sveučilišta u Zagrebu osnovana 1979.,blue,45.47145655946138,16.371655368409584,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/11/HTE2_2566.jpg,https://turing.lzmk.hr/tehnika/metalurski-fakultet-u-sisku/,Ustanove,Visokoškolske ustanove
Mirna d. d.,"Tvornica za lov, preradbu i promet ribom i ribljim prerađevinama, osnovana 1877. u Rovinju.",blue,45.08549374781157,13.64076862377119,https://turing.lzmk.hr/tehnika/wp-content/uploads/2019/07/HTE2_0121.jpg,https://turing.lzmk.hr/tehnika/mirna-d-d/,Poduzeća,
Muzej hrvatskog vatrogastva,"Specijalizirani tehnički muzej koji prikazuje tehnički razvoj opreme i napredovanje vatrogasne organizacije, osnovan 1994. u Varaždinu.",blue,46.31192448017361,16.33808490422564,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1355.jpg,https://turing.lzmk.hr/tehnika/muzej-hrvatskog-vatrogastva-varazdin/,Muzeji,Specijalizirani – tehnički
Muzej karlovačkog vatrogastva 1871,"Zbirka predmeta iz povijesti vatrogastva u XIX. i XX. st. na području Karlovca, otvorena za javnost 2009. u Karlovcu.",blue,45.49588056028246,15.558354457778028,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1363.jpg,https://turing.lzmk.hr/tehnika/muzej-karlovackog-vatrogastva/,Muzeji,
Muzej policije,"Specijaliziran muzej u Zagrebu koji se bavi prikupljanjem, čuvanjem, zaštitom i izlaganjem materijalne baštine hrvatskih redarstvenih snaga, osnovan 2001. pri Ministarstvu unutarnjih poslova (MUP) RH.",blue,45.8363238362529,16.027461525444117,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/03/HTE_0880.jpg,https://turing.lzmk.hr/tehnika/muzej-policije/,Muzeji,Specijalizirani – ostalo
Muzej prehrane Podravka,Specijalizirani tehnički muzej osnovan 1982. u Koprivnici.,blue,46.15402251866051,16.824113352894088,https://turing.lzmk.hr/tehnika/wp-content/uploads/2022/01/HTE2_2710.jpg,https://turing.lzmk.hr/tehnika/muzej-prehrane-podravka/,Muzeji,Specijalizirani – tehnički
Muzej seljačkih buna,"Specijalizirani muzej koji prikuplja i prikazuje građu vezanu uz seljačke bune, život plemića i seljaka te predmete iz kulturne, povijesne i umjetničke baštine Hrvatskoga zagorja, osnovan 1973. u Gornjoj Stubici.",blue,45.98462623323019,16.0164682586571,https://turing.lzmk.hr/tehnika/wp-content/uploads/2017/12/HTE_0120.jpg,https://turing.lzmk.hr/tehnika/muzej-seljackih-buna-zbirka-oruzja-i-opreme/,Muzeji,Specijalizirani – povijesni
Dvor Trakošćan,"Specijalizirani povijesni muzej smješten u dvorcu Trakošćan, osnovan 1953.",blue,46.25773648816021,15.945094062553785,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/05/HTE_0952.jpg,https://turing.lzmk.hr/tehnika/dvor-trakoscan-zbirka-oruzja/,Muzeji,Specijalizirani – povijesni
Muzej za umjetnost i obrt,Kulturno-povijesni i umjetnički muzej u Zagrebu.,blue,45.809315975804374,15.968593855091282,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/06/HTE2_2058.jpg,https://turing.lzmk.hr/tehnika/muzej-za-umjetnost-i-obrt/,Muzeji,
Petrokemija d. d.,"Poduzeće za proizvodnju i promet čađa, glina i mineralnih gnojiva.",blue,45.47127346046217,16.79450826950426,https://turing.lzmk.hr/tehnika/wp-content/uploads/2020/06/HTE2_0725.jpg,https://turing.lzmk.hr/tehnika/petrokemija-d-d/,Poduzeća,
Pliva d. d.,Farmaceutsko poduzeće sa sjedištem u Zagrebu.,blue,45.8117547268995,15.936884807061407,https://turing.lzmk.hr/tehnika/wp-content/uploads/2022/02/HTE2_2862.jpg,https://turing.lzmk.hr/tehnika/pliva-d-d/,Poduzeća,
Podravka d. d.,Prehrambeno i farmaceutsko poduzeće.,blue,46.167049997710535,16.82347354221304,https://turing.lzmk.hr/tehnika/wp-content/uploads/2019/07/HTE2_0093.jpg,https://turing.lzmk.hr/tehnika/podravka-d-d/,Poduzeća,
Politehnika Pula,"Visokoškolska ustanova osnovana 2000. pod nazivom Visoka tehnička škola u Puli – Politehnički studij, koja provodi studije iz politehnike, mehatronike i upravljanja procesima.",blue,44.871329035584374,13.842563585362495,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1261.jpg,https://turing.lzmk.hr/tehnika/politehnika-pula/,Ustanove,Visokoškolske ustanove
Poljoprivredni institut Osijek,Javni znanstveni institut iz znanstvenog područja biotehničkih znanosti koji zahvaljujući vlastitom znanstveno-istraživačkom radu pronalazi inovativna rješenja čime pridonosi biljnoj znanosti i poljoprivrednoj proizvodnji.,blue,45.540645375931796,18.7359870513683,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/05/HTE2_1973.jpg,https://turing.lzmk.hr/tehnika/poljoprivredni-institut-osijek/,Ustanove,
Pomorski fakultet u Rijeci,Visokoškolska i znanstvena ustanova u sastavu Sveučilišta u Rijeci osnovana 1949. kao Viša pomorska škola.,blue,45.33033473877609,14.436155477180098,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1372.jpg,https://turing.lzmk.hr/tehnika/pomorski-fakultet-u-rijeci/,Ustanove,Visokoškolske ustanove
Pomorski fakultet u Splitu,"Visokoškolska i znanstvena ustanova u sastavu Sveučilišta u Splitu osnovana 2003. koja obuhvaća sveučilišne preddiplomske i diplomske studijske programe u području pomorstva i pomorskoga prometa, omogućuje stjecanje doktorata znanosti u suradnji s Pomorskim fakultetom iz Rijeke, te razvija znanstveni i stručni rad.",blue,43.512429525095484,16.46879158740644,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1411.jpg,https://turing.lzmk.hr/tehnika/pomorski-fakultet-u-splitu/,Ustanove,Visokoškolske ustanove
Pomorski i povijesni muzej Hrvatskog primorja Rijeka,"Muzej koji se bavi istraživanjem, prikupljanjem, čuvanjem i prezentacijom pomorske baštine Primorsko-goranske županije i grada Rijeke.",blue,45.32941889780606,14.442519105141923,https://turing.lzmk.hr/tehnika/wp-content/uploads/2017/12/HTE_0064.jpg,https://turing.lzmk.hr/tehnika/pomorski-i-povijesni-muzej-hrvatskog-primorja-rijeka/,Muzeji,Opći – nacionalni
Pomorski muzej u Dubrovniku,"Specijalizirani muzej koji prikuplja, obrađuje, izlaže i objavljuje muzejsku građu iz pomorske prošlosti dubrovačkoga kraja od antičkih vremena do suvremene povijesti, osnovan 1949.",blue,42.6399383977158,18.112236152119763,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/PAH_1467.jpg,https://turing.lzmk.hr/tehnika/pomorski-muzej-u-dubrovniku/,Muzeji,Specijalizirani – ostalo
Pomorski muzej Orebić,"Specijalizirani muzej osnovan 1957., koji predstavlja pomorsku, gospodarsku i kulturnu prošlost Orebića, Pelješca i Dubrovačko-neretvanske županije.",blue,42.97417821036983,17.17951433161277,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1413.jpg,https://turing.lzmk.hr/tehnika/pomorski-muzej-orebic/,Muzeji,Specijalizirani – ostalo
Zavod za povijesne znanosti Hrvatske akademije znanosti i umjetnosti u Zadru,"Dio Akademije posvećen sustavnom istraživanju povijesti grada Zadra i njegove šire okolice, osnovan 1954. u Zadru kao Institut Jugoslavenske akademije znanosti i umjetnosti.",blue,44.12196890725307,15.22545358907958,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1690.jpg,https://turing.lzmk.hr/tehnika/zavod-za-povijesne-znanosti-hrvatske-akademije-znanosti-i-umjetnosti-u-zadru/,Muzeji,
Povijesni i pomorski muzej Istre,"Javna muzejska ustanova koja se bavi poviješću Istre i grada Pule srednjega i novoga vijeka, osnovana 1955. u Puli kao Muzej narodnooslobodilačke borbe Istre.",blue,44.87046560948597,13.845535866912442,https://turing.lzmk.hr/tehnika/wp-content/uploads/2018/11/HTE_1436.jpg,https://turing.lzmk.hr/tehnika/povijesni-i-pomorski-muzej-istre-u-puli/,Muzeji,Specijalizirani – povijesni
Prehrambeno-biotehnološki fakultet,Visokoškolska i znanstvenoistraživačka ustanova u sastavu Sveučilišta u Zagrebu.,blue,45.8068432141573,15.964283934002522,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/03/HTE2_1718.jpg,https://turing.lzmk.hr/tehnika/prehrambeno-biotehnoloski-fakultet-u-zagrebu/,Ustanove,
Prehrambeno-tehnološki fakultet Osijek,Visokoškolska i znanstvenoistraživačka ustanova Sveučilišta u Osijeku.,blue,45.56063632338563,18.69353720698288,https://turing.lzmk.hr/tehnika/wp-content/uploads/2022/01/HTE2_2672.jpg,https://turing.lzmk.hr/tehnika/prehrambeno-tehnoloski-fakultet-osijek/,Ustanove,
Ribarska zbirka Komiža,"Dio Ribarskoga muzeja u Komiži na otoku Visu otvorenog 1986., koja predstavlja komišku ribarsku brodicu, gajetu falkušu.",blue,43.043925443849965,16.088391292824628,,https://turing.lzmk.hr/tehnika/ribarska-zbirka-komiza/,Muzeji,
Rimac Automobili d. o. o.,"Tvrtka za proizvodnju električnih vozila i proizvoda te pružanje usluga u automobilskoj industriji, osnovana 2009. sa sjedištem u Svetoj Nedelji.",blue,45.80057280570508,15.791542980363223,https://turing.lzmk.hr/tehnika/wp-content/uploads/2017/12/HTE_0679.jpg,https://turing.lzmk.hr/tehnika/rimac-automobili/,Poduzeća,
Rudarsko-geološko-naftni fakultet,Visokoškolska i znanstvenoistraživačka ustanova u sastavu Sveučilišta u Zagrebu osnovana 1964.,blue,45.806871370690615,15.964236450998001,https://turing.lzmk.hr/tehnika/wp-content/uploads/2022/03/HTE2_2931.jpg,https://turing.lzmk.hr/tehnika/rudarsko-geolosko-naftni-fakultet-u-zagrebu/,Ustanove,Visokoškolske ustanove
Saponia d. d.,"Poduzeće za proizvodnju deterdženata, proizvoda za osobnu higijenu i sredstava za čišćenje u kućanstvu i industriji.",blue,45.554575756628225,18.72086556438031,https://turing.lzmk.hr/tehnika/wp-content/uploads/2020/02/HTE2_0293.jpg,https://turing.lzmk.hr/tehnika/saponia-d-d/,Poduzeća,
Sardina d.o.o.,"Poduzeće za uzgoj, ulov i preradbu ribe koje je 1907. u Postirama na Braču osnovao bečki industrijalac Carl Warhanek.",blue,43.37068508723901,16.62258772010149,https://turing.lzmk.hr/tehnika/wp-content/uploads/2021/01/HTE2_1379.jpg,https://turing.lzmk.hr/tehnika/sardina-postira/,Poduzeća,
Spačva d. d.,Drvnoindustrijsko poduzeće osnovano u Vinkovcima 1956.,blue,45.29521202351881,18.78252354434626,https://turing.lzmk.hr/tehnika/wp-content/uploads/2022/03/HTE2_2926.jpg,https://turing.lzmk.hr/tehnika/spacva-vinkovci/,Poduzeća,
